sabal	ˈsaː.bɐl
instruktor	ʔɪn̪s.t̪ɾʊkˈt̪oɾ
tiranin	t̪ɪˈɾaː.n̪ɪn̪
sagat	ˈsaː.ɣɐt̪̚
haciendero	hɐ.ʃɛn̪ˈd̪ɛː.ɾo
magbarena	mɐɡ.bɐˈɾɛː.n̪ɐ
banaba	bɐ.n̪ɐˈba
tanggalin	t̪ɐŋ.ɡɐˈlɪn̪
karumal-dumal	kɐˌɾuː.mɐl ˈd̪uː.mɐl
tauban	t̪ɐˈʔuː.bɐn̪
kalapati	kɐ.lɐˈpaː.t̪ɪ
hendarme	hɛn̪ˈd̪aɾ.mɛ
argabyado	ʔɐɾ.ɡɐbˈjaː.d̪o
dumalisay	d̪ʊ.mɐˈliː.saɪ̯
ekstrema unsiyon	ʔɛksˌt̪ɾɛː.mɐ ʔʊn̪ˈʃon̪
hipokrito	hɪˌpok.ɾɪˈt̪o
iskursunera	ʔɪs.kʊɾ.sʊˈn̪ɛː.ɾɐ
alikantino	ʔɐ.lɪ.xɐn̪ˈt̪iː.n̪o
alhebraiko	ʔɐl.hɛˈbɾaɪ̯.xo
sagasain	sɐ.ɣɐˈsaː.ʔɪn̪
analohia	ʔɐ.n̪ɐ.loˈhiː.jɐ
pakakasalan mo ba ako	pɐˌxaː.xɐ.sɐˌlan̪ mo bɐ ʔɐˈxo
diktapon	ˌd̪ik.t̪ɐˈpon̪
sangpuo	sɐm.pʊˈʔoʔ
damuro	d̪ɐˈmuː.ɾoʔ
tinloy	t̪ɪn̪ˈloɪ̯
potostat	ˌpoː.t̪osˈt̪at̪̚
ube	ˈʔuː.bɛ
yorme	ˈjoɾ.mɛ
estirera	ʔɛs.t̪ɪˈɾɛː.ɾɐ
limpak	lɪmˈpak̚
pisik	pɪˈsɪk̚
selula	ˌsɛː.lʊˈla
muok	mʊˈʔok̚
mag-opisina	mɐɡ ʔo.pɪˈsiː.n̪ɐ
imbak	ʔɪmˈbak̚
mag-interbiyu	mɐɡˌʔin̪.t̪ɛɾˈbjʊ
sa madaling sabi	sɐ mɐ.d̪ɐˌlɪn̪ ˈsaː.bɪ
pirata	pɪˈɾaː.t̪ɐ
manta	ˈman̪.t̪ɐ
maysala	maɪ̯ˈsaː.lɐ
halughugin	hɐ.lʊɡ.hʊˈɣɪn̪
ngiping-leon	ˌŋiː.pɪn̪ lɛˈjon̪
sarhan	sɐɾˈhan̪
teologo	t̪ɛˌjoː.loˈɣo
ar-arawan	ʔɐɾ.ʔɐˈɾaː.wɐn̪
paging-manok	ˌpaː.ɣɪŋ mɐˈn̪ok̚
yawts	ˈjaʊ̯t̪s
abridor	ʔɐ.bɾɪˈd̪oɾ
ipasabi	ʔɪ.pɐˈsaː.bɪ
mapalad	mɐˈpaː.lɐd̪̚
biki	ˈbiː.xɪʔ
humanda	hʊ.mɐn̪ˈd̪aʔ
mahinala	mɐ.hɪˈn̪aː.lɐʔ
praktisado	pɾɐk.t̪ɪˈsaː.d̪o
daldalera	d̪ɐl.d̪ɐˈlɛː.ɾɐ
tampalpuki	t̪ɐm.pɐlˈpuː.xɪ
wiwi	ˈwiː.wɪʔ
biha	ˈbiː.hɐ
gulgorya	ɡʊlˈɡoɾ.jɐ
lahat	lɐˈhat̪̚
opensiba	ʔo.pɛn̪ˈsiː.bɐ
lagap	lɐˈɣap̚
kanduli	kɐn̪ˈd̪uː.lɪʔ
akina	ˌʔaː.xɪˈn̪a
ekstremismo	ʔɛks.t̪ɾɛˈmis.mo
manunubos	ˌmaː.n̪ʊˈn̪uː.bos
balintong	bɐ.lɪn̪ˈt̪oŋ
matulin	mɐˈt̪uː.lɪn̪
bal-on	bɐlˈʔon̪
aklimatasyon	ʔɐ.klɪ.mɐ.t̪ɐˈʃon̪
katan	ˈkaː.t̪ɐn̪
maglathala	mɐɡ.lɐt̪ˈhaː.lɐʔ
aldonisis	ʔɐl.d̪oˈn̪iː.sɪs
sintomas	ˌsin̪.t̪oˈmas
ablepsiya	ʔɐˈblɛp.ʃɐ
bermelyon	bɛɾ.mɛlˈjon̪
harungas	hɐ.ɾʊˈŋas
puti ng itlog	pʊˌt̪ɪʔ n̪ɐŋ ʔɪt̪ˈl̪oɡ̚
gewang	ˈɡɛː.wɐŋ
kalamyas	kɐ.lɐmˈjas
bordon	boɾˈd̪on̪
ambulansiya	ʔɐm.bʊˈlan̪.ʃɐ
yamba	jɐmˈbaʔ
kilometro	kɪ.loˈmɛː.t̪ɾo
malumbay	mɐ.lʊmˈbaɪ̯
optalmologo	ʔop.t̪ɐlˌmoː.loˈɣo
animal	ʔɐ.n̪ɪˈmal
matigas ang katawan	mɐ.t̪ɪˌɣas ʔɐŋ kɐ.t̪ɐˈwan̪
plumahe	plʊˈmaː.hɛ
nokturno	n̪okˈt̪uɾ.n̪o
mangkumunidad	mɐŋ.kʊ.mʊ.n̪ɪˈd̪ad̪̚
namumuro	n̪ɐ.mʊˈmuː.ɾo
hugis-apa	ˌhuː.ɣɪs ˈʔaː.pɐ
maikli ang pisi	mɐ.ʔɪkˌlɪʔ ʔɐm ˈpiː.sɪʔ
rayos ekis	ˌɾaː.jos ˈʔɛː.xɪs
organiko	ʔoɾˌɡaː.n̪ɪˈxo
malambing	mɐ.lɐmˈbɪŋ
wansoy	wɐn̪ˈsoɪ̯
magniningning	mɐɡ.n̪ɪ.n̪ɪŋˈn̪ɪŋ
mag-empake	mɐɡ.ʔɛmˈpaː.xɛ
talasokrasya	t̪ɐ.lɐ.soˈkɾaː.ʃɐ
bibig	bɪˈbɪɡ̚
janitor	ˌd͡ʒaː.n̪ɪˈt̪oɾ
gay-on	ɡaɪ̯ˈʔon̪
mabali	mɐˈbaː.lɪʔ
maitim ang budhi	mɐ.ʔɪˌt̪ɪm ʔɐm bʊd̪ˈhɪʔ
pusyaw	pʊˈʃaʊ̯
pingol	ˈpiː.ŋol
di-mahulugang karayom	ˌd̪ɪʔ mɐ.hʊˌluː.ɣɐŋ kɐˈɾaː.jom
onesto	ʔoˈn̪ɛs.t̪o
paminggalan	ˌpaː.mɪŋˈɡaː.lɐn̪
arya	ˈʔaɾ.jɐ
anomalya	ʔɐ.n̪o.mɐlˈja
tsongki	ˈt͡ʃoŋ.kɪ
abente	ʔɐˈbɛn̪.t̪ɛ
pasilyo	pɐˈsil.jo
ulaga	ʔʊ.lɐˈɣaʔ
magnanay	mɐɡˈn̪aː.n̪aɪ̯
pananong	pɐ.n̪ɐˈn̪oŋ
gilalas	ɡɪˈlaː.lɐs
pagkaalipin	pɐɡ.kɐ.ʔɐˈliː.pɪn̪
upod	ʔʊˈpod̪̚
abarka	ʔɐ.bɐɾˈka
tumalab	t̪ʊ.mɐˈlab̚
aber	ʔɐˈbɛɾ
ingkirdyon	ʔɪŋ.kɪɾˈd͡ʒon̪
pangunahing uri	ˌpaː.ŋʊˌn̪aː.hɪŋ ˈʔuː.ɾɪʔ
diplomasya	d̪ɪp.loˈmaː.ʃɐ
apartel	ʔɐ.pɐɾˈt̪ɛl
ostrasismo	ʔos.t̪ɾɐˈsis.mo
karagatan	kɐ.ɾɐ.ɣɐˈt̪an̪
kasiningan	kɐ.sɪˈn̪iː.ŋɐn̪
ngilin	ˈŋiː.lɪn̪
palong-manok	ˌpaː.loŋ mɐˈn̪ok̚
akropolis	ʔɐˌkɾoː.poˈlɪs
lapain	lɐˈpaː.ʔɪn̪
tahol	t̪ɐˈhol
arte	ˈʔaɾ.t̪ɛ
magkakaibigan	mɐɡ.kɐ.xɐ.ʔɪˈbiː.ɣɐn̪
mapagmahal	mɐ.pɐɡ.mɐˈhal
almusal	ʔɐl.mʊˈsal
tsipriyota	t͡ʃɪpˈɾjoː.t̪ɐ
populismo	po.pʊˈlis.mo
abuso	ʔɐˈbuː.so
sunok	sʊˈn̪ok̚
tablero	t̪ɐbˈlɛː.ɾo
erograma	ʔɛ.ɾoˈɡɾaː.mɐ
bilulo	bɪˈluː.lo
akwosidad	ʔɐk.wo.sɪˈd̪ad̪̚
siil	sɪˈʔɪl
umurong	ʔʊˈmuː.ɾoŋ
insulto	ʔɪn̪ˈsul.t̪o
panit-an	pɐ.n̪ɪt̪ˈʔan̪
tsikilyo	t͡ʃɪˈxil.jo
konsuwelo de-bobo	kon̪ˌswɛː.lo d̪ɛ ˈboː.bo
aristokrasya	ʔɐ.ɾɪs.t̪oˈkɾaː.ʃɐ
antiseptiko	ʔɐn̪.t̪ɪˌsɛp.t̪ɪˈxo
mulat	ˈmuː.lɐt̪̚
balbas-sarado	bɐlˌbas sɐˈɾaː.d̪o
dalubturo	d̪ɐ.lʊbˈt̪uː.ɾoʔ
paratang	pɐˈɾaː.t̪ɐŋ
amonyako	ʔɐ.monˈɲaː.xo
tapon	ˈt̪aː.pon̪
ilohiko	ʔɪˌloː.hɪˈxo
sotsoa	ˌsoː.t͡ʃoˈwa
asentuwasyon	ʔɐ.sɛn̪.t̪wɐˈʃon̪
narkotiko	n̪ɐɾˌkoː.t̪ɪˈxo
anglo-amerikano	ˌʔaŋ.ɡlo ʔɐ.mɛ.ɾɪˈxaː.n̪o
kadyos	kɐdˈd͡ʒos
balkon	bɐlˈkon̪
absenera	ʔɐb.sɛˈn̪ɛː.ɾɐ
magmanibalang	mɐɡ.mɐ.n̪ɪ.bɐˈlaŋ
araw-gabi	ˌʔaː.ɾaʊ̯ ɣɐˈbɪ
lagot	lɐˈɣot̪̚
walang-katalamitam	wɐˌlaŋ kɐ.t̪ɐ.lɐˈmiː.t̪ɐm
timbog	t̪ɪmˈboɡ̚
butudkilos	bʊˌt̪ud̪ˈkiː.los
deklarasyon	d̪ɛk.lɐ.ɾɐˈʃon̪
idealismo	ʔɪ.d̪ɛ.jɐˈlis.mo
animnapu't lima	ˌʔaː.n̪ɪm.n̪ɐˌpʊt̪ l̪ɪˈma
planggana	plɐŋˈɡaː.n̪ɐ
kinokontak	kɪ.n̪oˈxon̪.t̪ɐk̚
bitukang manok	bɪˌt̪uː.xɐŋ mɐˈn̪ok̚
dinsol	d̪ɪn̪ˈsol
mangomisyon	mɐ.ŋo.mɪˈʃon̪
tesawro	t̪ɛˈsaʊ̯.ɾo
sekswal	sɛkˈswal
umagnas	ʔʊ.mɐɡˈn̪as
kalamunding	kɐ.lɐ.mʊn̪ˈd̪ɪŋ
alyado	ʔɐlˈjaː.d̪o
tignan	t̪ɪɡˈn̪an̪
konsulta	kon̪ˈsul.t̪ɐ
palsipikado	pɐl.sɪ.pɪˈxaː.d̪o
bahagan	bɐ.hɐˈɣan̪
hain	ˈhaː.ʔɪn̪
tinyente	t̪ɪnˈɲɛn̪.t̪ɛ
kuwitib	ˈkwiː.t̪ɪb̚
tiham	ˈt̪iː.hɐm
bigwela	bɪɡˈwɛː.lɐ
ungag	ʔʊˈŋaɡ̚
kilusan	kɪ.lʊˈsan̪
mag-ingat	mɐɡˈʔiː.ŋɐt̪̚
wari	ˈwaː.ɾɪʔ
magrasal	mɐɡ.ɾɐˈsal
matabang	mɐ.t̪ɐˈbaŋ
bodabil lamang	ˌboː.d̪ɐˌbɪl ˈlaː.mɐŋ
usong	ˈʔuː.soŋ
dua	d̪ʊˈʔa
koloran	ko.loˈɾan̪
mamumuslit	ˌmaː.mʊ.mʊsˈlɪt̪̚
plaslayt	ˈplas.laɪ̯t̪
indulhensiya	ʔɪn̪.d̪ʊlˈhɛn̪.ʃɐ
koyote	koˈjoː.t̪ɛ
kitil	kɪˈt̪ɪl
kumakain	kʊ.mɐˈxaː.ʔɪn̪
iho	ˈʔiː.ho
kasi	kɐˈsɪ
magmaganda	mɐɡ.mɐ.ɣɐn̪ˈd̪a
hulapi	hʊˈlaː.pɪʔ
butones-butonesan	bʊˌt̪oː.n̪ɛs bʊ.t̪oˈn̪ɛː.sɐn̪
diyoker	ˈd͡ʒoː.xɛɾ
halal	hɐˈlal
pil-amerikano	ˌpɪl ʔɐ.mɛ.ɾɪˈxaː.n̪o
reparasyon	ɾɛ.pɐ.ɾɐˈʃon̪
may uwang sa ulo	maɪ̯ ʔʊˌwan̪ sɐ ˈʔuː.lo
pati	pɐˈt̪ɪ
ipodromo	ʔɪˌpod̪.ɾoˈmo
buwo	ˈbuː.woʔ
kulimlim	kʊ.lɪmˈlɪm
ihambing	ʔɪ.hɐmˈbɪŋ
gem	ˈɡɛm
pwerta	ˈpwɛɾ.t̪ɐ
pitaw	pɪˈt̪aʊ̯
haluyhoy	hɐ.lʊɪ̯ˈhoɪ̯
sakali	sɐˈxaː.lɪʔ
basyo	bɐˈʃo
kakawayan	ˌkaː.xɐ.wɐˈjan̪
impyerno	ʔɪmˈpjɛɾ.n̪o
abogago	ʔɐ.boˈɣaː.ɣo
pasyalan	pɐˈʃaː.lɐn̪
bungoy	bʊˈŋoɪ̯
biyaya	ˈbjaː.jɐʔ
maadhika	mɐ.ʔɐd̪.hɪˈxaʔ
bangcay	bɐŋˈkaɪ̯
liboy	ˈliː.boɪ̯
memorandum ng kasunduan	mɛ.moˌɾan̪.d̪ʊm n̪ɐŋ kɐ.sʊn̪ˈd̪uː.ʔɐn̪
silsil	sɪlˈsɪl
sags	ˈsaɡs
independensya	ʔɪn̪.d̪ɛ.pɛn̪ˈd̪ɛn̪.ʃɐ
distansya	d̪ɪsˈt̪an̪.ʃɐ
kidsulid	kɪd̪ˈsuː.lɪd̪̚
ilaw-dagitab	ˌʔiː.laʊ̯ d̪ɐˈɣiː.t̪ɐb̚
bandyo	ˈban̪.d͡ʒo
labanawansikin	lɐ.bɐ.n̪ɐ.wɐn̪ˈsiː.xɪn̪
kredensiyal	kɾɛ.d̪ɛn̪ˈʃal
almundigilya	ʔɐl.mʊn̪.d̪ɪˈɣil.jɐ
inuwak	ʔɪˈn̪wak̚
tsoko	ˈt͡ʃoː.xo
haban-ube	hɐˌban̪ ˈʔuː.bɛ
pungat	pʊˈŋat̪̚
haribini	hɐ.ɾɪˈbiː.n̪ɪ
magbilad	mɐɡ.bɪˈlad̪̚
imperyalista	ʔɪm.pɛɾ.jɐˈlis.t̪ɐ
okultismo	ʔo.xʊlˈt̪is.mo
setenta	sɛˈt̪ɛn̪.t̪ɐ
agwamarina	ʔɐɡ.wɐ.mɐˈɾiː.n̪ɐ
meron	ˈmɛː.ɾon̪
baynder	ˈbaɪ̯n̪.d̪ɛɾ
anot	ʔɐˈn̪ot̪̚
tusak	ˈt̪uː.sɐk̚
popularidad	po.pʊ.lɐ.ɾɪˈd̪ad̪̚
wala akong pakialam	wɐˌlaʔ ʔɐˌxom pɐ.xɪ.ʔɐˈlam
maghahasik	mɐɡˌhaː.hɐˈsɪk̚
masumpungan	ˌmaː.sʊm.pʊˈŋan̪
kaluniya	kɐ.lʊˈɲaʔ
gobernadora	ɡo.bɛɾ.n̪ɐˈd̪oː.ɾɐ
langit	ˈlaː.ŋɪt̪̚
disinterya	d̪ɪ.sɪn̪.t̪ɛɾˈja
kabila	kɐ.bɪˈlaʔ
dinig	d̪ɪˈn̪ɪɡ̚
banda sa	bɐn̪ˈd̪a sɐ
yatap	ˈjaː.t̪ɐp̚
bayubay	bɐˈjuː.baɪ̯
kumpas	kʊmˈpas
puyupoy	pʊˈjuː.poɪ̯
boyna	ˈboɪ̯.n̪ɐ
sumakalunuran	sʊ.mɐ.xɐ.lʊˈn̪uː.ɾɐn̪
walumpu't tatlo	wɐ.lʊmˌpʊt̪ t̪ɐt̪ˈl̪o
munsik	mʊn̪ˈsɪk̚
kutamaya	kʊ.t̪ɐˈmaː.jɐ
walisan	wɐ.lɪˈsan̪
koton	ˈkoː.t̪on̪
tenyente	t̪ɛnˈɲɛn̪.t̪ɛ
kataga	kɐ.t̪ɐˈɣaʔ
kagawaran	ˌkaː.ɣɐ.wɐˈɾan̪
konsentidor	kon̪.sɛn̪.t̪ɪˈd̪oɾ
kapulungan	kɐ.pʊ.lʊˈŋan̪
weyt	ˈweɪ̯t̪
takip	t̪ɐˈxɪp̚
gipalpal	ɡɪ.pɐlˈpal
korista	koˈɾis.t̪ɐ
regularidad	ɾɛ.ɣʊ.lɐ.ɾɪˈd̪ad̪̚
panaklong	pɐ.n̪ɐkˈloŋ
makadiwari	mɐ.xɐ.d̪ɪˈwaː.ɾɪʔ
limosnero	lɪ.mosˈn̪ɛː.ɾo
sinisero	sɪ.n̪ɪˈsɛː.ɾo
meksikano	mɛk.sɪˈxaː.n̪o
walang-katalamitan	wɐˌlaŋ kɐ.t̪ɐ.lɐˈmiː.t̪ɐn̪
tiyuhin	ˈt͡ʃuː.hɪn̪
rigalo	ɾɪˈɣaː.lo
linaw	ˈliː.n̪aʊ̯
pampam	pɐmˈpam
dinero-kontante	d̪ɪˌn̪ɛː.ɾo xon̪ˈt̪an̪.t̪ɛ
mulinsigla	mʊ.lɪn̪.sɪɡˈla
hindot	hɪn̪ˈd̪ot̪̚
ingudngod	ʔɪ.ŋʊd̪ˈŋod̪̚
pederasyon	pɛ.d̪ɛ.ɾɐˈʃon̪
sisne	ˈsis.n̪ɛ
pagkaraan	pɐɡ.kɐ.ɾɐˈʔan̪
futbol	ˈfut̪.bol
puday	pʊˈd̪aɪ̯
antulangan	ʔɐn̪.t̪ʊˈlaː.ŋɐn̪
suot	sʊˈʔot̪̚
selang	ˈsɛː.lɐŋ
kumukulo ang dugo	kʊˌmuː.xʊˌloʔ ʔɐn̪ d̪ʊˈɣoʔ
imbornal	ʔɪm.boɾˈn̪al
kamkam	kɐmˈkam
tuyong	ˈt̪uː.joŋ
natin	ˈn̪aː.t̪ɪn̪
pelus	pɛˈlʊs
eskultura	ʔɛs.kʊlˈt̪uː.ɾɐ
magakgak	mɐ.ɣɐkˈɡak̚
diskumpiyado	d̪ɪs.kʊmˈpjaː.d̪o
barumbada	bɐ.ɾʊmˈbaː.d̪ɐ
dirihi	d̪ɪ.ɾɪˈhɪ
gaya	ˈɡaː.jɐ
nagpaubaya	n̪ɐɡ.pɐ.ʔʊˈbaː.jɐʔ
sikwat	sɪkˈwat̪̚
maskubado	mɐs.kʊˈbaː.d̪o
umat	ˈʔuː.mɐt̪̚
pana	ˈpaː.n̪ɐʔ
arnibal	ʔɐɾˈn̪iː.bɐl
antikuwariyo	ʔɐn̪.t̪ɪˈkwaː.ɾjo
manlait	mɐn̪ˈlaː.ʔɪt̪̚
manunuri	mɐ.n̪ʊˈn̪uː.ɾɪʔ
turismo	t̪ʊˈɾis.mo
proletaryo	pɾo.lɛˈt̪aɾ.jo
pato-tsina	ˌpaː.t̪o ˈt͡ʃiː.n̪ɐ
pandisal	ˌpan̪.d̪ɪˈsal
balde	bɐlˈd̪ɛ
gapong	ɡɐˈpoŋ
boksingero	bok.sɪˈŋɛː.ɾo
abismo	ʔɐˈbis.mo
pang-abay	pɐŋˈʔaː.baɪ̯
yabo	jɐˈbo
kalbasa	kɐlˈbaː.sɐ
bawang	ˈbaː.wɐŋ
interbiyuwer	ʔɪn̪.t̪ɛɾˈbjuː.wɛɾ
amatyurismo	ʔɐ.mɐt.t͡ʃʊˈɾis.mo
kwentong-barbero	ˌkwɛn̪.t̪om bɐɾˈbɛː.ɾo
almirolan	ʔɐl.mɪ.ɾoˈlan̪
alakalakan	ʔɐ.lɐ.xɐ.lɐˈxan̪
ha	hɐ
imbestigasyon	ʔɪmˌbɛs.t̪ɪ.ɣɐˈʃon̪
kusatibo	kʊ.sɐˈt̪iː.bo
niyo	ˈɲo
sinagoga	sɪ.n̪ɐˈɣoː.ɣɐ
hagdanan	hɐɡˈd̪aː.n̪ɐn̪
kognado	koɡˈn̪aː.d̪o
apostolado	ʔɐ.pos.t̪oˈlaː.d̪o
diktadurya	d̪ɪk.t̪ɐ.d̪ʊɾˈja
magkape	mɐɡ.kɐˈpɛ
mapag-aruga	mɐˌpaɡ.ʔɐ.ɾʊˈɣaʔ
aprikanista	ʔɐ.pɾɪ.xɐˈn̪is.t̪ɐ
gawi	ɡɐˈwɪʔ
hatinsihay	ˌhaː.t̪ɪn̪ˈsiː.haɪ̯
aparseriya	ʔɐ.pɐɾ.sɛˈɾiː.jɐ
beinte	ˈbeɪ̯n̪.t̪ɛ
adhika	ʔɐd̪.hɪˈxaʔ
ambag	ʔɐmˈbaɡ̚
pentada	pɛn̪ˈt̪aː.d̪ɐ
bathalaan	bɐt̪.hɐˈlaː.ʔɐn̪
serye	ˈsɛɾ.jɛ
diyos-diyosan	ˌd͡ʒos ˈd͡ʒoː.sɐn̪
tenis	ˈt̪ɛː.n̪ɪs
akatorse	ʔɐ.xɐˈt̪oɾ.sɛ
kalmot	kɐlˈmot̪̚
baynilya	baɪ̯ˈn̪il.jɐ
luping	lʊˈpɪŋ
tumpang	t̪ʊmˈpaŋ
singkretismo	sɪŋ.kɾɛˈt̪is.mo
aparato	ʔɐ.pɐˈɾaː.t̪o
olyo	ˈʔol.jo
maglustay	mɐɡ.lʊsˈt̪aɪ̯
rikruter	ɾɪkˈɾuː.t̪ɛɾ
adarga	ʔɐˈd̪aɾ.ɡɐ
arobo	ʔɐˈɾoː.bo
ngino	ˈŋiː.n̪o
papel de bangko	pɐˌpɛl d̪ɛ ˈbaŋ.ko
birada	bɪˈɾaː.d̪ɐ
tae	ˈt̪aː.ʔɛ
hipokondriya	hɪ.poˈxon̪.d̪ɾjɐ
pemenismo	pɛ.mɛˈn̪is.mo
sapnan	sɐpˈn̪an̪
iniri	ʔɪ.n̪ɪˈɾɪ
saysay	saɪ̯ˈsaɪ̯
kaakit-akit	kɐˌʔaː.xɪt̪ ˈʔaː.xɪt̪̚
magdemanda	mɐɡ.d̪ɛˈman̪.d̪ɐ
taghap	t̪ɐɡˈhap̚
lapay	lɐˈpaɪ̯
magbaluti	mɐɡ.bɐˈluː.t̪ɪʔ
kabayiyan	kɐ.bɐˈjiː.jɐn̪
kontralmirante	kon̪.t̪ɾɐl.mɪˈɾan̪.t̪ɛ
matang-baka	mɐˌt̪am ˈbaː.xɐ
bahay-kastor	ˌbaː.haɪ̯ xɐsˈt̪oɾ
tubog	t̪ʊˈboɡ̚
pangkalahatan	pɐŋ.kɐ.lɐ.hɐˈt̪an̪
alupihan	ʔɐ.lʊˈpiː.hɐn̪
sunggaban	sʊŋ.ɡɐˈban̪
dumurukot	d̪ʊ.mʊˈɾuː.xot̪̚
antabay	ʔɐn̪ˈt̪aː.baɪ̯
pitsa	ˈpiː.t͡ʃɐ
antasid	ʔɐn̪ˈt̪aː.sɪd̪̚
magarbo	mɐˈɣaɾ.bo
bagsak	bɐɡˈsak̚
propesyon	pɾo.pɛˈʃon̪
kahihinatnan	kɐˌhiː.hɪ.n̪ɐt̪ˈn̪an̪
rebolusyonaryo	ɾɛ.bo.lʊ.ʃoˈn̪aɾ.jo
angot	ʔɐˈŋot̪̚
buo ang puso	bʊˌʔoʔ ʔɐm ˈpuː.soʔ
saynat	saɪ̯ˈn̪at̪̚
kadyot	kɐdˈd͡ʒot̪̚
lenggwa	ˈlɛŋ.ɡwɐ
liyit	ˈliː.jɪt̪̚
kambal	kɐmˈbal
katunggakan	kɐ.t̪ʊŋ.ɡɐˈxan̪
oniks	ˈʔoː.n̪ɪks
makausap	mɐ.xɐˈʔuː.sɐp̚
baino	bɐˈʔiː.n̪o
bibliyograpiya	bɪb.ljo.ɡɾɐˈpiː.jɐ
eperbesente	ʔɛ.pɛɾ.bɛˈsɛn̪.t̪ɛ
puwede	ˈpwɛː.d̪ɛ
gilawgaw	ɡɪ.laʊ̯ˈɣaʊ̯
tawas	ˈt̪aː.wɐs
depini	d̪ɛ.pɪˈn̪ɪ
alguwasil mayor	ʔɐl.ɡwɐˌsɪl mɐˈjoɾ
mangaral	mɐˈŋaː.ɾɐl
dahak	d̪ɐˈhak̚
ibinigay	ʔɪ.bɪ.n̪ɪˈɣaɪ̯
balido	ˌbaː.lɪˈd̪o
inisyatibo	ʔɪ.n̪ɪ.ʃɐˈt̪iː.bo
mufti	ˈmuf.t̪ɪ
danas	ˈd̪aː.n̪ɐs
putulan	pʊˈt̪uː.lɐn̪
mang-api	mɐŋ.ʔɐˈpɪ
sadlak	sɐd̪ˈl̪ak̚
himbak	hɪmˈbak̚
onsehan	ʔon̪ˈsɛː.hɐn̪
balo	ˈbaː.lo
kondo	ˈkon̪.d̪o
batiti	bɐˈt̪iː.t̪ɪʔ
siraulo	sɪ.ɾɐˈʔuː.lo
monasilyo	mo.n̪ɐˈsil.jo
giyaot	ˈɡjaː.ʔot̪̚
lentehas	lɛn̪ˈt̪ɛː.hɐs
mabalik	mɐ.bɐˈlɪk̚
manilip	mɐˈn̪iː.lɪp̚
nasyonalismo	n̪ɐ.ʃo.n̪ɐˈlis.mo
sakam	sɐˈxam
kailanganin	kɐ.ʔɪ.lɐˈŋaː.n̪ɪn̪
araw ng mga ama	ˌʔaː.ɾaʊ̯ n̪ɐŋ mɐˌŋa ʔɐˈma
pag	pɐɡ̚
pagdaragilap	pɐɡ.d̪ɐ.ɾɐ.ɣɪˈlap̚
karamihan	kɐ.ɾɐˈmiː.hɐn̪
plete	ˈplɛː.t̪ɛ
pinid	ˈpiː.n̪ɪd̪̚
armadong tunggalian	ʔɐɾˌmaː.d̪on̪ t̪ʊŋ.ɡɐ.lɪˈʔan̪
anestesyahan	ʔɐ.n̪ɛsˌt̪ɛː.ʃɐˈhan̪
sinsing	sɪn̪ˈsɪŋ
lokasyon	lo.xɐˈʃon̪
uod	ˈʔuː.ʔod̪̚
tonghits	ˈt̪oŋ.hɪt̪s
disenteryang amibika	d̪ɪ.sɛn̪.t̪ɛɾˌjaŋ ʔɐˌmiː.bɪˈxa
hadhad	hɐd̪ˈhad̪̚
kandangaok	kɐn̪.d̪ɐˈŋaː.ʔok̚
anonima	ʔɐˌn̪oː.n̪ɪˈma
gobernador heneral	ɡo.bɛɾ.n̪ɐˌd̪oɾ hɛ.n̪ɛˈɾal
salit-in	sɐ.lɪt̪ˈʔɪn̪
puwes	ˈpwɛs
maya	ˈmaː.jɐ
magbababoy	mɐɡ.bɐ.bɐˈboɪ̯
ideolohiya	ʔɪ.d̪ɛ.jo.loˈhiː.jɐ
tulala	t̪ʊ.lɐˈlaʔ
magandx	mɐ.ɣɐn̪ˈd̪ɛks
kasino	kɐˈsiː.n̪o
gumanap	ɡʊ.mɐˈn̪ap̚
tilagpak	t̪ɪ.lɐɡˈpak̚
batang	ˈbaː.t̪ɐŋ
kinalunisan	kɪ.n̪ɐ.lʊˈn̪iː.sɐn̪
rebokasyon	ɾɛ.bo.xɐˈʃon̪
anlungkot	ʔɐn̪.lʊŋˈkot̪̚
eraldo	ʔɛˈɾal.d̪o
marksismo	mɐɹkˈsis.mo
egemonya	ʔɛ.ɣɛˈmoː.ɲɐ
inmigrante	ʔɪn̪.mɪˈɡɾan̪.t̪ɛ
bungo	bʊˈŋoʔ
makati ang dila	mɐ.xɐˌt̪ɪ ʔɐn̪ ˈd̪iː.lɐʔ
swapang	ˈswaː.pɐŋ
heosiyensiya	hɛ.joˈʃɛn̪.ʃɐ
talibas	t̪ɐ.lɪˈbas
diinan	d̪ɪ.ʔɪˈn̪an̪
basehan	bɐ.sɛˈhan̪
sigalot	sɪ.ɣɐˈlot̪̚
api	ʔɐˈpɪ
inspirasyonal	ʔɪn̪s.pɪ.ɾɐ.ʃoˈn̪al
ngangayon	ˌŋaː.ŋɐˈjon̪
eyts	ˈʔeɪ̯t͡ʃ
katerpilar	ˌkaː.t̪ɛɾˈpiː.lɐɾ
ikwinoks	ˌʔik.wɪˈn̪oks
kumpyansa	kʊmˈpjan̪.sɐ
reportahe	ɾɛ.poɾˈt̪aː.hɛ
absurdismo	ʔɐb.sʊɾˈd̪is.mo
dyosa	ˈd͡ʒoː.sɐ
paol	pɐˈʔol
kingpin	ˈkim.pɪn̪
nasyon	n̪ɐˈʃon̪
alisin	ʔɐ.lɪˈsɪn̪
